epoch,lr,step,train_loss,val_loss
0,2.4000000848900527e-05,49,23552.44140625,
0,,49,,23486.00390625
0,4.8999998398358e-05,99,17973.64453125,
0,,99,,17839.2265625
0,7.400000322377309e-05,149,10062.51171875,
0,,149,,9915.193359375
0,9.899999713525176e-05,199,5645.2255859375,
0,,199,,5648.14111328125
0,0.00012399999832268804,249,5008.39453125,
0,,249,,4993.8466796875
0,0.00014899999951012433,299,4410.15478515625,
0,,299,,4416.24169921875
0,0.0001740000006975606,349,3707.705810546875,
0,,349,,3726.539306640625
0,0.0001990000018849969,399,3004.330078125,
0,,399,,3017.09765625
0,0.00022400000307243317,449,2568.838623046875,
0,,449,,2591.504150390625
0,0.00024900000425986946,499,2350.539794921875,
0,,499,,2358.268798828125
0,0.0002739999908953905,549,2157.57275390625,
0,,549,,2167.575927734375
0,0.000299000006634742,599,1947.9879150390625,
0,,599,,1949.4744873046875
0,0.0003239999932702631,649,1639.8763427734375,
0,,649,,1638.6507568359375
0,0.0003490000090096146,699,1176.6240234375,
0,,699,,1163.138427734375
0,0.00037399999564513564,749,814.19140625,
0,,749,,814.242919921875
0,0.00039900001138448715,799,662.8290405273438,
0,,799,,667.0977783203125
0,0.0004239999980200082,849,548.9246826171875,
0,,849,,548.0206909179688
0,0.0004490000137593597,899,470.98760986328125,
0,,899,,473.5374755859375
0,0.00047400000039488077,949,425.3573913574219,
0,,949,,426.6194763183594
0,0.0004990000161342323,999,391.79730224609375,
0,,999,,391.8361511230469
0,0.0005239999736659229,1049,366.08837890625,
0,,1049,,364.89031982421875
0,0.0005489999894052744,1099,342.1529846191406,
0,,1099,,341.3597717285156
0,0.0005740000051446259,1149,311.7064514160156,
0,,1149,,313.6707763671875
0,0.0005990000208839774,1199,281.5308532714844,
0,,1199,,282.3850402832031
0,0.000623999978415668,1249,245.20944213867188,
0,,1249,,245.52456665039062
0,0.0006489999941550195,1299,207.72909545898438,
0,,1299,,207.7786102294922
0,0.000674000009894371,1349,169.66188049316406,
0,,1349,,172.04360961914062
0,0.0006990000256337225,1399,137.27001953125,
0,,1399,,136.88241577148438
0,0.0007239999831654131,1449,100.09335327148438,
0,,1449,,102.08161163330078
0,0.0007489999989047647,1499,78.39373779296875,
0,,1499,,81.886962890625
0,0.0007740000146441162,1549,69.66944122314453,
0,,1549,,70.95875549316406
0,0.0007989999721758068,1599,61.69121170043945,
0,,1599,,64.97315979003906
0,0.0008239999879151583,1649,57.21962356567383,
0,,1649,,57.02519226074219
0,0.0008490000036545098,1699,50.897159576416016,
0,,1699,,52.70712661743164
0,0.0008740000193938613,1749,44.847251892089844,
0,,1749,,46.079410552978516
0,0.0008989999769255519,1799,42.195289611816406,
0,,1799,,42.290592193603516
0,0.0009239999926649034,1849,37.79251480102539,
0,,1849,,38.718265533447266
0,0.0009490000084042549,1899,40.47663879394531,
0,,1899,,40.46407699584961
0,0.0009740000241436064,1949,34.01780700683594,
0,,1949,,34.205787658691406
0,0.000999000039882958,1999,35.07542037963867,
0,,1999,,36.95439529418945
0,0.0010000000474974513,2049,29.739540100097656,
0,,2049,,30.454744338989258
0,0.0010000000474974513,2099,34.78385543823242,
0,,2099,,34.021942138671875
0,0.0010000000474974513,2149,37.71835708618164,
0,,2149,,38.446868896484375
0,0.0010000000474974513,2199,25.212448120117188,
0,,2199,,25.479167938232422
0,0.0010000000474974513,2249,24.117053985595703,
0,,2249,,24.378551483154297
0,0.0010000000474974513,2299,28.356895446777344,
0,,2299,,27.923091888427734
0,0.0010000000474974513,2349,22.729019165039062,
0,,2349,,23.090421676635742
0,0.0010000000474974513,2399,23.535884857177734,
0,,2399,,23.61174774169922
0,0.0010000000474974513,2449,22.23136329650879,
0,,2449,,21.717222213745117
0,0.0010000000474974513,2499,24.72930335998535,
0,,2499,,25.184720993041992
0,0.0010000000474974513,2549,20.709606170654297,
0,,2549,,20.630571365356445
0,0.0010000000474974513,2599,30.275217056274414,
0,,2599,,22.70475959777832
0,0.0010000000474974513,2649,20.136615753173828,
0,,2649,,20.080480575561523
0,0.0010000000474974513,2699,19.83538055419922,
0,,2699,,19.909650802612305
0,0.0010000000474974513,2749,22.817584991455078,
0,,2749,,21.53449821472168
0,0.0010000000474974513,2799,36.545169830322266,
0,,2799,,33.914764404296875
0,0.0010000000474974513,2849,18.358312606811523,
0,,2849,,18.601831436157227
0,0.0010000000474974513,2899,20.651470184326172,
0,,2899,,21.236717224121094
0,0.0010000000474974513,2949,18.02393341064453,
0,,2949,,18.191965103149414
0,0.0010000000474974513,2999,18.535001754760742,
0,,2999,,17.94171142578125
0,0.0010000000474974513,3049,17.392879486083984,
0,,3049,,17.02541160583496
0,0.0010000000474974513,3099,17.2817325592041,
0,,3099,,18.18117332458496
0,0.0010000000474974513,3149,16.57052230834961,
0,,3149,,16.483558654785156
0,0.0010000000474974513,3199,16.75265884399414,
0,,3199,,16.706727981567383
0,0.0010000000474974513,3249,17.441341400146484,
0,,3249,,17.197769165039062
0,0.0010000000474974513,3299,17.307416915893555,
0,,3299,,17.18108558654785
0,0.0010000000474974513,3349,16.306339263916016,
0,,3349,,15.256149291992188
0,0.0010000000474974513,3399,15.376492500305176,
0,,3399,,15.033283233642578
0,0.0010000000474974513,3449,18.292953491210938,
0,,3449,,19.655176162719727
0,0.0010000000474974513,3499,15.218356132507324,
