epoch,lr,step,train_loss,val_loss
0,2.4000000848900527e-05,49,229.64622497558594,
0,,49,,231.26353454589844
0,4.8999998398358e-05,99,210.55694580078125,
0,,99,,210.71607971191406
0,7.400000322377309e-05,149,175.45379638671875,
0,,149,,179.46421813964844
0,9.899999713525176e-05,199,139.70770263671875,
0,,199,,140.15994262695312
0,0.00012399999832268804,249,96.30574035644531,
0,,249,,97.05108642578125
0,0.00014899999951012433,299,62.47792053222656,
0,,299,,62.43764114379883
0,0.0001740000006975606,349,48.949485778808594,
0,,349,,48.95596694946289
0,0.0001990000018849969,399,45.16208267211914,
0,,399,,45.52095413208008
0,0.00022400000307243317,449,43.27888107299805,
0,,449,,43.33907699584961
0,0.00024900000425986946,499,41.45562744140625,
0,,499,,41.38396072387695
0,0.0002739999908953905,549,39.427425384521484,
0,,549,,39.49110794067383
0,0.000299000006634742,599,38.066287994384766,
0,,599,,37.574947357177734
0,0.0003239999932702631,649,35.62568283081055,
0,,649,,35.60234832763672
0,0.0003490000090096146,699,33.59489440917969,
0,,699,,33.55738830566406
0,0.00037399999564513564,749,31.552812576293945,
0,,749,,31.505151748657227
0,0.00039900001138448715,799,29.081005096435547,
0,,799,,29.521074295043945
0,0.0004239999980200082,849,27.95017433166504,
0,,849,,27.6912784576416
0,0.0004490000137593597,899,25.906118392944336,
0,,899,,26.033472061157227
0,0.00047400000039488077,949,24.430204391479492,
0,,949,,24.51015281677246
0,0.0004990000161342323,999,23.060590744018555,
0,,999,,23.022031784057617
0,0.0005239999736659229,1049,21.762441635131836,
0,,1049,,21.487396240234375
0,0.0005489999894052744,1099,19.959997177124023,
0,,1099,,19.822628021240234
0,0.0005740000051446259,1149,17.916296005249023,
0,,1149,,17.969072341918945
0,0.0005990000208839774,1199,15.700437545776367,
0,,1199,,15.905203819274902
0,0.000623999978415668,1249,13.537554740905762,
0,,1249,,13.61895751953125
0,0.0006489999941550195,1299,10.953014373779297,
0,,1299,,10.931631088256836
0,0.000674000009894371,1349,7.748392105102539,
0,,1349,,7.7420268058776855
0,0.0006990000256337225,1399,4.827643871307373,
0,,1399,,4.8841233253479
0,0.0007239999831654131,1449,3.059737205505371,
0,,1449,,3.1011078357696533
0,0.0007489999989047647,1499,2.17022967338562,
0,,1499,,2.1715378761291504
0,0.0007740000146441162,1549,1.8271836042404175,
0,,1549,,1.8343919515609741
0,0.0007989999721758068,1599,1.5688010454177856,
0,,1599,,1.6207321882247925
0,0.0008239999879151583,1649,1.4712755680084229,
0,,1649,,1.4492491483688354
0,0.0008490000036545098,1699,1.3141354322433472,
0,,1699,,1.3071608543395996
0,0.0008740000193938613,1749,1.160770058631897,
0,,1749,,1.1845961809158325
0,0.0008989999769255519,1799,1.1056593656539917,
0,,1799,,1.0771321058273315
0,0.0009239999926649034,1849,0.9548230171203613,
0,,1849,,0.9808877110481262
0,0.0009490000084042549,1899,0.8681479096412659,
0,,1899,,0.8943744897842407
0,0.0009740000241436064,1949,0.8171367049217224,
0,,1949,,0.8093913197517395
0,0.000999000039882958,1999,0.7039981484413147,
0,,1999,,0.7326593399047852
0,0.0010000000474974513,2049,0.6462703943252563,
0,,2049,,0.6598366498947144
0,0.0010000000474974513,2099,0.5702614784240723,
0,,2099,,0.5955117344856262
0,0.0010000000474974513,2149,0.5236389636993408,
0,,2149,,0.5373277068138123
0,0.0010000000474974513,2199,0.46495991945266724,
0,,2199,,0.48768749833106995
0,0.0010000000474974513,2249,0.436711847782135,
0,,2249,,0.44694778323173523
0,0.0010000000474974513,2299,0.4077361822128296,
0,,2299,,0.4067496657371521
0,0.0010000000474974513,2349,0.37326014041900635,
0,,2349,,0.3802846670150757
0,0.0010000000474974513,2399,0.34474775195121765,
0,,2399,,0.3643227517604828
0,0.0010000000474974513,2449,0.3049672842025757,
0,,2449,,0.31611478328704834
0,0.0010000000474974513,2499,0.2903643548488617,
0,,2499,,0.295057475566864
0,0.0010000000474974513,2549,0.25935328006744385,
0,,2549,,0.26873037219047546
0,0.0010000000474974513,2599,0.25101569294929504,
0,,2599,,0.2542438805103302
0,0.0010000000474974513,2649,0.21678443253040314,
0,,2649,,0.2270973026752472
0,0.0010000000474974513,2699,0.1999291181564331,
0,,2699,,0.20712564885616302
0,0.0010000000474974513,2749,0.20167919993400574,
0,,2749,,0.2003006488084793
0,0.0010000000474974513,2799,0.1640625149011612,
0,,2799,,0.17256802320480347
0,0.0010000000474974513,2849,0.14897926151752472,
0,,2849,,0.1576365977525711
0,0.0010000000474974513,2899,0.14406129717826843,
0,,2899,,0.14872586727142334
0,0.0010000000474974513,2949,0.13307446241378784,
0,,2949,,0.1399565041065216
0,0.0010000000474974513,2999,0.12294430285692215,
0,,2999,,0.1290411353111267
0,0.0010000000474974513,3049,0.11829301714897156,
0,,3049,,0.11969158053398132
0,0.0010000000474974513,3099,0.11040085554122925,
0,,3099,,0.11541717499494553
0,0.0010000000474974513,3149,0.10558938980102539,
0,,3149,,0.10782879590988159
0,0.0010000000474974513,3199,0.10978749394416809,
0,,3199,,0.11146164685487747
0,0.0010000000474974513,3249,0.10140381008386612,
0,,3249,,0.10356835275888443
0,0.0010000000474974513,3299,0.10061468929052353,
0,,3299,,0.10572519898414612
0,0.0010000000474974513,3349,0.09436261653900146,
0,,3349,,0.09457872807979584
0,0.0010000000474974513,3399,0.10470160841941833,
0,,3399,,0.10117610543966293
0,0.0010000000474974513,3449,0.09178654849529266,
0,,3449,,0.09040102362632751
0,0.0010000000474974513,3499,0.08377895504236221,
0,,3499,,0.08591506630182266
0,0.0010000000474974513,3549,0.10320955514907837,
0,,3549,,0.10932715982198715
0,0.0010000000474974513,3599,0.07976303994655609,
0,,3599,,0.0799943208694458
0,0.0010000000474974513,3649,0.07800671458244324,
0,,3649,,0.08322948962450027
0,0.0010000000474974513,3699,0.08940523117780685,
0,,3699,,0.08918655663728714
0,0.0010000000474974513,3749,0.07978636771440506,
0,,3749,,0.07616332918405533
0,0.0010000000474974513,3799,0.07078085094690323,
0,,3799,,0.07340215891599655
0,0.0010000000474974513,3849,0.06970111280679703,
0,,3849,,0.07472019642591476
0,0.0010000000474974513,3899,0.071070097386837,
0,,3899,,0.07072372734546661
0,0.0010000000474974513,3949,0.08305145800113678,
0,,3949,,0.08082286268472672
0,0.0010000000474974513,3999,0.07519654929637909,
0,,3999,,0.07567266374826431
0,0.0010000000474974513,4049,0.06764192134141922,
0,,4049,,0.06906671822071075
0,0.0010000000474974513,4099,0.07103224843740463,
0,,4099,,0.07627087831497192
0,0.0010000000474974513,4149,0.06361019611358643,
0,,4149,,0.06802598387002945
0,0.0010000000474974513,4199,0.06020030751824379,
0,,4199,,0.06328394263982773
0,0.0010000000474974513,4249,0.06412344425916672,
0,,4249,,0.07030154764652252
0,0.0010000000474974513,4299,0.05840875580906868,
0,,4299,,0.06058881804347038
0,0.0010000000474974513,4349,0.058841414749622345,
